id,segment,RID,delivery type,class,sub-class,no of items,location,departure city,departure state,address code,placement date,delivery date,price,discount,profit
3211,Consumer,8463,Second Class,kariox,tablet,2,Central,Holland,Michigan,49423,01-09-2019,01-09-2019,7.5,0,3.6
3212,Corporate,6046,Standard Class,qexty,shorts,3,West,Tucson,Arizona,85705,01-09-2019,01-09-2019,238.152,0.2,89.307
3213,Home Office,4457,Standard Class,kariox,headset,2,West,San Francisco,California,94110,01-09-2019,01-09-2019,6.368,0.2,2.1492
3214,Home Office,4456,Standard Class,qexty,tshirts,2,West,San Francisco,California,94110,01-09-2019,01-09-2019,129.568,0.2,-12.9568
3215,Corporate,5282,Standard Class,qexty,shorts,2,Central,Rochester,Minnesota,55901,01-09-2019,01-09-2019,6.16,0,2.9568
3216,Corporate,7724,Standard Class,qexty,tshirts,1,Central,Austin,Texas,78745,01-09-2019,01-09-2019,179.886,0.3,-2.5698
3217,Home Office,4489,Standard Class,kariox,charger,9,Central,Houston,Texas,77036,01-09-2019,01-09-2019,69.12,0.2,-14.688
3218,Consumer,3319,Standard Class,kariox,tablet,3,West,Redlands,California,92374,01-09-2019,01-09-2019,8.64,0,4.2336
3219,Consumer,3817,Standard Class,qexty,hoodies,2,South,Mobile,Alabama,36608,01-09-2019,01-09-2019,801.96,0,200.49
3220,Corporate,2328,Second Class,kariox,phone,2,East,New York City,New York,10035,01-09-2019,01-09-2019,12.96,0,6.2208
3221,Corporate,2327,Second Class,qexty,pants,1,East,New York City,New York,10035,01-09-2019,01-09-2019,46.384,0.2,1.1596
3222,Corporate,2326,Second Class,kariox,headset,3,East,New York City,New York,10035,01-09-2019,01-09-2019,79.872,0.2,29.952
3223,Consumer,2237,Second Class,kariox,television,8,Central,Indianapolis,Indiana,46203,01-09-2019,01-09-2019,24.32,0,8.2688
3224,Consumer,2236,Second Class,kariox,laptop,2,Central,Indianapolis,Indiana,46203,01-09-2019,01-09-2019,190.86,0,11.4516
3225,Consumer,3818,Standard Class,fynota,colddrinks,3,South,Mobile,Alabama,36608,01-09-2019,01-09-2019,59.97,0,0
3226,Corporate,1197,Same Day,qexty,shorts,1,South,Coral Springs,Florida,33065,01-09-2019,01-09-2019,55.968,0.2,-2.0988
3227,Corporate,1195,Same Day,qexty,shorts,4,South,Coral Springs,Florida,33065,01-09-2019,01-09-2019,15.712,0.2,2.5532
3228,Corporate,1194,Same Day,kariox,phone,3,South,Coral Springs,Florida,33065,01-09-2019,01-09-2019,15.552,0.2,5.4432
3229,Home Office,5948,Second Class,kariox,headset,5,Central,Des Moines,Iowa,50315,01-09-2019,01-09-2019,25.9,0,12.691
3230,Consumer,3826,Standard Class,kariox,headset,9,East,New York City,New York,10011,01-09-2019,01-09-2019,12.96,0.2,4.536
3231,Consumer,3825,Standard Class,fynota,fastfood,2,East,New York City,New York,10011,01-09-2019,01-09-2019,879.984,0.2,329.994
3232,Consumer,3824,Standard Class,kariox,laptop,6,East,New York City,New York,10011,01-09-2019,01-09-2019,991.2,0,257.712
3233,Corporate,1196,Same Day,kariox,laptop,2,South,Coral Springs,Florida,33065,01-09-2019,01-09-2019,24.672,0.2,2.1588
3234,Corporate,7471,Standard Class,kariox,headset,4,East,Philadelphia,Pennsylvania,19143,01-09-2019,01-09-2019,3.576,0.7,-2.8608
3235,Corporate,7472,Standard Class,kariox,laptop,2,East,Philadelphia,Pennsylvania,19143,01-09-2019,01-09-2019,147.184,0.2,-29.4368
3236,Consumer,9401,Standard Class,kariox,watch,4,South,Newport News,Virginia,23602,01-09-2019,01-09-2019,31.12,0,14.6264
3237,Consumer,3318,Standard Class,kariox,television,9,West,Redlands,California,92374,01-09-2019,01-09-2019,181.35,0,48.9645
3238,Consumer,5914,Standard Class,kariox,laptop,5,East,New York City,New York,10035,01-09-2019,01-09-2019,14.9,0,1.043
3239,Corporate,4062,First Class,kariox,headset,3,West,Seattle,Washington,98105,01-09-2019,01-09-2019,25.032,0.2,7.8225
3240,Consumer,3530,Standard Class,fynota,chocolates,3,South,Orlando,Florida,32839,01-09-2019,01-09-2019,87.168,0.2,10.896
3241,Home Office,3016,Standard Class,qexty,hoodies,2,East,New York City,New York,10035,01-09-2019,01-09-2019,344.22,0.4,-103.266
3242,Corporate,1676,Standard Class,kariox,headset,3,Central,Houston,Texas,77041,01-09-2019,01-09-2019,6.588,0.8,-10.2114
3243,Corporate,1675,Standard Class,qexty,shorts,2,Central,Houston,Texas,77041,01-09-2019,01-09-2019,21.936,0.6,-10.4196
3244,Home Office,1016,Second Class,kariox,phone,5,West,Los Angeles,California,90036,01-09-2019,01-09-2019,32.4,0,15.552
3245,Consumer,34,Standard Class,kariox,television,2,East,Philadelphia,Pennsylvania,19140,01-09-2019,01-09-2019,15.76,0.2,3.546
3246,Consumer,33,Standard Class,kariox,headset,6,East,Philadelphia,Pennsylvania,19140,01-09-2019,01-09-2019,6.858,0.7,-5.715
3247,Consumer,32,Standard Class,kariox,television,6,East,Philadelphia,Pennsylvania,19140,01-09-2019,01-09-2019,86.304,0.2,9.7092
3248,Consumer,31,Standard Class,kariox,watch,2,East,Philadelphia,Pennsylvania,19140,01-09-2019,01-09-2019,3.264,0.2,1.1016
3249,Consumer,30,Standard Class,qexty,shorts,3,East,Philadelphia,Pennsylvania,19140,01-09-2019,01-09-2019,124.2,0.2,15.525
3250,Consumer,29,Standard Class,kariox,headset,2,East,Philadelphia,Pennsylvania,19140,01-09-2019,01-09-2019,9.618,0.7,-7.0532
3251,Consumer,28,Standard Class,qexty,pants,7,East,Philadelphia,Pennsylvania,19140,01-09-2019,01-09-2019,3083.43,0.5,-1665.0522
3252,Consumer,2449,Second Class,kariox,laptop,3,South,North Charleston,South Carolina,29406,01-09-2019,01-09-2019,269.49,0,5.3898
3253,Corporate,1815,Standard Class,qexty,hoodies,3,West,Los Angeles,California,90045,01-09-2019,01-09-2019,170.136,0.2,-8.5068
3254,Consumer,3819,Standard Class,qexty,tshirts,7,South,Mobile,Alabama,36608,01-09-2019,01-09-2019,1056.86,0,306.4894
3255,Corporate,9911,First Class,kariox,phone,2,West,Anaheim,California,92804,01-09-2019,01-09-2019,209.7,0,100.656
3256,Consumer,5206,Standard Class,kariox,laptop,2,East,Auburn,New York,13021,01-09-2019,01-09-2019,105.98,0,4.2392
3257,Consumer,5205,Standard Class,kariox,television,2,East,Auburn,New York,13021,01-09-2019,01-09-2019,9.26,0,3.0558
3258,Consumer,2901,Standard Class,kariox,tablet,4,East,New York City,New York,10035,01-09-2019,01-09-2019,12.6,0,6.048
3259,Consumer,2900,Standard Class,fynota,fastfood,2,East,New York City,New York,10035,01-09-2019,01-09-2019,479.984,0.2,59.998
3260,Home Office,8864,Standard Class,kariox,battery,4,East,Paterson,New Jersey,7501,01-09-2019,01-09-2019,111.04,0,29.9808
3261,Home Office,8863,Standard Class,kariox,headset,4,East,Paterson,New Jersey,7501,01-09-2019,01-09-2019,209.6,0,96.416
3262,Home Office,8862,Standard Class,qexty,shorts,4,East,Paterson,New Jersey,7501,01-09-2019,01-09-2019,8.92,0,3.9248
3263,Home Office,8861,Standard Class,kariox,tablet,3,East,Paterson,New Jersey,7501,01-09-2019,01-09-2019,31.05,0,14.904
3264,Corporate,8550,First Class,qexty,shorts,4,West,Aurora,Colorado,80013,01-09-2019,01-09-2019,24.64,0.2,4.004
3265,Corporate,8029,Second Class,kariox,laptop,4,East,New York City,New York,10035,01-09-2019,01-09-2019,772.68,0,108.1752
3266,Corporate,8028,Second Class,fynota,chocolates,1,East,New York City,New York,10035,01-09-2019,01-09-2019,19.99,0,6.7966
3267,Corporate,8027,Second Class,kariox,laptop,1,East,New York City,New York,10035,01-09-2019,01-09-2019,78.8,0,1.576
3268,Consumer,1375,Standard Class,qexty,hoodies,5,West,Provo,Utah,84604,01-09-2019,01-09-2019,912.75,0,118.6575
3269,Corporate,8026,Second Class,qexty,shorts,2,East,New York City,New York,10035,01-09-2019,01-09-2019,210.68,0,50.5632
3270,Corporate,6673,Standard Class,kariox,television,7,West,San Diego,California,92024,01-09-2019,01-09-2019,265.86,0,79.758
3271,Consumer,5207,Standard Class,kariox,lighting,1,East,Auburn,New York,13021,01-09-2019,01-09-2019,1.24,0,0.5828
3272,Consumer,5208,Standard Class,kariox,tablet,2,East,Auburn,New York,13021,01-09-2019,01-09-2019,20.7,0,9.936
3273,Home Office,8865,Standard Class,kariox,phone,6,East,Paterson,New Jersey,7501,01-09-2019,01-09-2019,38.88,0,18.6624
3274,Consumer,5209,Standard Class,kariox,phone,5,East,Auburn,New York,13021,01-09-2019,01-09-2019,28.9,0,14.161
3275,Corporate,9910,First Class,qexty,shorts,3,West,Anaheim,California,92804,01-09-2019,01-09-2019,44.67,0,12.0609
3276,Corporate,9909,First Class,qexty,shorts,5,West,Anaheim,California,92804,01-09-2019,01-09-2019,207.35,0,24.882
3277,Corporate,9908,First Class,qexty,tshirts,3,West,Anaheim,California,92804,01-09-2019,01-09-2019,717.72,0.2,71.772
3278,Corporate,9907,First Class,kariox,headset,3,West,Anaheim,California,92804,01-09-2019,01-09-2019,25.032,0.2,7.8225
3279,Corporate,9906,First Class,qexty,shorts,7,West,Anaheim,California,92804,01-09-2019,01-09-2019,131.88,0,55.3896
3280,Consumer,8264,Standard Class,kariox,headset,4,South,Jacksonville,North Carolina,28540,01-09-2019,01-09-2019,13.092,0.7,-10.0372
3281,Consumer,8186,Second Class,kariox,watch,1,Central,Chicago,Illinois,60623,01-09-2019,01-09-2019,7.824,0.2,2.934
3282,Consumer,6789,Standard Class,kariox,phone,7,South,Atlanta,Georgia,30318,01-09-2019,01-09-2019,69.93,0,31.4685
3283,Consumer,8187,Second Class,qexty,tshirts,4,Central,Chicago,Illinois,60623,01-09-2019,01-09-2019,170.072,0.3,-12.148
3284,Consumer,6353,Standard Class,kariox,headset,1,East,Philadelphia,Pennsylvania,19120,01-09-2019,01-09-2019,2.412,0.7,-2.01
3285,Consumer,5189,Standard Class,qexty,tshirts,7,Central,Columbus,Indiana,47201,01-09-2019,01-09-2019,1516.2,0,394.212
3286,Consumer,5188,Standard Class,fynota,chocolates,4,Central,Columbus,Indiana,47201,01-09-2019,01-09-2019,199.96,0,15.9968
3287,Consumer,9056,Second Class,fynota,chocolates,2,West,Seattle,Washington,98103,01-09-2019,01-09-2019,21.98,0,8.5722
3288,Consumer,5210,Standard Class,kariox,watch,1,East,Auburn,New York,13021,01-09-2019,01-09-2019,27.18,0,12.7746
3289,Consumer,6788,Standard Class,qexty,shorts,3,South,Atlanta,Georgia,30318,01-09-2019,01-09-2019,129.93,0,12.993
3290,Consumer,4252,Same Day,fynota,colddrinks,7,South,Lakeland,Florida,33801,01-10-2019,01-10-2019,55.944,0.2,-13.2867
3291,Consumer,5420,First Class,fynota,colddrinks,2,Central,Houston,Texas,77041,01-10-2019,01-10-2019,150.384,0.2,15.0384
3292,Consumer,4253,Same Day,kariox,television,2,South,Lakeland,Florida,33801,01-10-2019,01-10-2019,10.688,0.2,2.2712
3293,Consumer,3873,Second Class,qexty,tshirts,3,West,San Diego,California,92105,01-10-2019,01-10-2019,842.352,0.2,42.1176
3294,Consumer,4254,Same Day,fynota,colddrinks,2,South,Lakeland,Florida,33801,01-10-2019,01-10-2019,11.824,0.2,1.0346
3295,Corporate,4275,Standard Class,kariox,headset,1,West,Seattle,Washington,98105,01-10-2019,01-10-2019,3.592,0.2,1.1225
3296,Consumer,5419,First Class,kariox,phone,7,Central,Houston,Texas,77041,01-10-2019,01-10-2019,36.288,0.2,12.7008
3297,Consumer,8493,Standard Class,kariox,phone,8,Central,Lubbock,Texas,79424,01-10-2019,01-10-2019,60.736,0.2,20.4984
3298,Corporate,5375,Standard Class,kariox,phone,2,Central,Houston,Texas,77041,01-10-2019,01-10-2019,10.368,0.2,3.6288
3299,Consumer,8495,Standard Class,kariox,headset,1,Central,Lubbock,Texas,79424,01-10-2019,01-10-2019,6.08,0.8,-10.336
3300,Corporate,5373,Standard Class,kariox,phone,3,Central,Houston,Texas,77041,01-10-2019,01-10-2019,15.552,0.2,5.4432
3301,Consumer,4381,Standard Class,kariox,television,3,West,San Francisco,California,94110,01-10-2019,01-10-2019,60.45,0,16.3215
3302,Corporate,5374,Standard Class,qexty,hoodies,7,Central,Houston,Texas,77041,01-10-2019,01-10-2019,347.361,0.3,-69.4722
3303,Home Office,6424,First Class,qexty,tshirts,8,West,Oakland,California,94601,01-10-2019,01-10-2019,454.272,0.2,-73.8192
3304,Consumer,3872,Second Class,kariox,watch,4,West,San Diego,California,92105,01-10-2019,01-10-2019,11.8,0,5.664
3305,Home Office,5487,Standard Class,kariox,headset,4,Central,San Antonio,Texas,78207,01-10-2019,01-10-2019,3.592,0.8,-6.286
3306,Consumer,8494,Standard Class,fynota,fastfood,3,Central,Lubbock,Texas,79424,01-10-2019,01-10-2019,479.976,0.2,161.9919
3307,Consumer,3871,Second Class,kariox,phone,2,West,San Diego,California,92105,01-10-2019,01-10-2019,11.56,0,5.6644
3308,Consumer,9417,Standard Class,qexty,shorts,3,West,Seattle,Washington,98115,01-10-2019,01-10-2019,10.11,0,3.2352
3309,Consumer,3869,Second Class,qexty,tshirts,1,West,San Diego,California,92105,01-10-2019,01-10-2019,240.784,0.2,27.0882
3310,Consumer,9415,Standard Class,fynota,colddrinks,2,West,Seattle,Washington,98115,01-10-2019,01-10-2019,249.584,0.2,15.599
3311,Consumer,4382,Standard Class,qexty,hoodies,3,West,San Francisco,California,94110,01-10-2019,01-10-2019,253.176,0.2,-31.647
3312,Home Office,6137,Standard Class,kariox,battery,6,Central,Mcallen,Texas,78501,01-10-2019,01-10-2019,73.164,0.8,-186.5682
3313,Consumer,9416,Standard Class,kariox,phone,3,West,Seattle,Washington,98115,01-10-2019,01-10-2019,17.94,0,8.7906
3314,Consumer,872,First Class,kariox,phone,3,East,Concord,New Hampshire,3301,01-10-2019,01-10-2019,34.44,0,17.22
3315,Corporate,3962,Standard Class,fynota,colddrinks,5,Central,Detroit,Michigan,48227,01-10-2019,01-10-2019,149.95,0,44.985
3316,Home Office,5435,Standard Class,kariox,battery,5,West,Los Angeles,California,90008,01-10-2019,01-10-2019,1640.7,0,459.396
3317,Home Office,5436,Standard Class,fynota,chocolates,3,West,Los Angeles,California,90008,01-10-2019,01-10-2019,270,0,97.2
3318,Consumer,8980,Second Class,kariox,headset,1,Central,Dallas,Texas,75220,01-10-2019,01-10-2019,1.72,0.8,-2.838
3319,Corporate,8068,Standard Class,fynota,chocolates,3,West,San Francisco,California,94109,01-10-2019,01-10-2019,239.97,0,86.3892
3320,Corporate,8069,Standard Class,qexty,shorts,6,West,San Francisco,California,94109,01-10-2019,01-10-2019,16.02,0,6.0876
3321,Consumer,8574,First Class,kariox,phone,2,East,New York City,New York,10035,01-10-2019,01-10-2019,24.56,0,11.5432
3322,Consumer,9058,Standard Class,qexty,shorts,7,West,Los Angeles,California,90045,01-10-2019,01-10-2019,74.76,0,23.9232
3323,Consumer,9059,Standard Class,qexty,hoodies,3,West,Los Angeles,California,90045,01-10-2019,01-10-2019,364.776,0.2,27.3582
3324,Consumer,1174,Standard Class,kariox,headset,4,Central,Bloomington,Illinois,61701,01-10-2019,01-10-2019,5.176,0.8,-7.764
3325,Consumer,8474,Second Class,kariox,laptop,1,South,Hollywood,Florida,33021,01-10-2019,01-10-2019,9.952,0.2,0.9952
3326,Consumer,3868,Second Class,fynota,chocolates,9,West,San Diego,California,92105,01-10-2019,01-10-2019,148.32,0,63.7776
3327,Consumer,3870,Second Class,qexty,tshirts,7,West,San Diego,California,92105,01-10-2019,01-10-2019,191.968,0.2,16.7972
3328,Corporate,6539,Standard Class,fynota,colddrinks,1,East,Newark,Delaware,19711,01-10-2019,01-10-2019,158.99,0,41.3374
3329,Consumer,2111,Same Day,kariox,lighting,5,West,Redlands,California,92374,01-10-2019,01-10-2019,17.45,0,8.027
3330,Consumer,7089,Second Class,kariox,television,4,West,Sparks,Nevada,89431,01-10-2019,01-10-2019,79.36,0,23.808
3331,Corporate,195,Standard Class,kariox,watch,7,West,Redlands,California,92374,01-10-2019,01-11-2019,14.28,0,6.7116
3332,Home Office,398,Standard Class,kariox,charger,4,Central,Jackson,Michigan,49201,01-10-2019,01-11-2019,70.12,0,21.036
3333,Consumer,1232,Second Class,kariox,television,2,East,Buffalo,New York,14215,01-10-2019,01-11-2019,2.78,0,0.7228
3334,Consumer,1233,Second Class,kariox,watch,2,East,Buffalo,New York,14215,01-10-2019,01-11-2019,79.96,0,35.982
3335,Corporate,1427,Second Class,kariox,headset,2,West,Salinas,California,93905,01-10-2019,01-11-2019,9.728,0.2,3.2832
3336,Corporate,1428,Second Class,kariox,watch,5,West,Salinas,California,93905,01-10-2019,01-11-2019,14.75,0,7.08
3337,Corporate,1429,Second Class,kariox,headset,5,West,Salinas,California,93905,01-10-2019,01-11-2019,29.8,0.2,9.3125
3338,Corporate,1430,Second Class,kariox,tablet,14,West,Salinas,California,93905,01-10-2019,01-11-2019,427.42,0,196.6132
3339,Consumer,2108,Same Day,kariox,phone,1,West,Redlands,California,92374,01-10-2019,01-10-2019,19.98,0,9.3906
3340,Consumer,2109,Same Day,kariox,headset,3,West,Redlands,California,92374,01-10-2019,01-10-2019,398.352,0.2,124.485
3341,Consumer,2110,Same Day,kariox,television,3,West,Redlands,California,92374,01-10-2019,01-10-2019,5.04,0,1.26
3342,Consumer,2112,Same Day,qexty,tshirts,4,West,Redlands,California,92374,01-10-2019,01-10-2019,323.136,0.2,20.196
3343,Consumer,2113,Same Day,kariox,charger,3,West,Redlands,California,92374,01-10-2019,01-10-2019,29.7,0,8.019
3344,Consumer,2114,Same Day,fynota,colddrinks,4,West,Redlands,California,92374,01-10-2019,01-10-2019,1295.84,0.2,145.782
3345,Consumer,2115,Same Day,kariox,laptop,2,West,Redlands,California,92374,01-10-2019,01-10-2019,46.84,0,12.6468
3346,Home Office,6136,Standard Class,fynota,chocolates,3,Central,Mcallen,Texas,78501,01-10-2019,01-10-2019,27.696,0.2,3.462
3347,Consumer,2116,Same Day,qexty,pants,1,West,Redlands,California,92374,01-10-2019,01-10-2019,425.833,0.15,20.0392
3348,Corporate,8478,Same Day,fynota,sweets,4,East,New York City,New York,10024,01-10-2019,01-10-2019,1035.8,0,269.308
3349,Consumer,5253,First Class,kariox,battery,3,South,Virginia Beach,Virginia,23464,01-10-2019,01-11-2019,182.91,0,53.0439
3350,Corporate,3694,Second Class,qexty,shorts,4,West,Denver,Colorado,80219,01-10-2019,01-11-2019,15.488,0.2,3.6784
3351,Corporate,3693,Second Class,fynota,colddrinks,5,West,Denver,Colorado,80219,01-10-2019,01-11-2019,87.96,0.2,30.786
3352,Corporate,9393,Same Day,qexty,tshirts,8,West,Denver,Colorado,80219,01-10-2019,01-10-2019,582.336,0.2,-29.1168
3353,Corporate,2090,Standard Class,kariox,tablet,2,West,Rancho Cucamonga,California,91730,01-10-2019,01-10-2019,5.76,0,2.6496
3354,Corporate,5160,Second Class,fynota,colddrinks,2,West,Peoria,Arizona,85345,01-10-2019,01-10-2019,105.584,0.2,9.2386
3355,Corporate,5161,Second Class,fynota,colddrinks,2,West,Peoria,Arizona,85345,01-10-2019,01-10-2019,68.72,0.2,-14.603
3356,Corporate,8081,Standard Class,kariox,tablet,6,West,Springfield,Oregon,97477,01-10-2019,01-11-2019,146.544,0.2,47.6268
3357,Corporate,8082,Standard Class,kariox,phone,3,West,Springfield,Oregon,97477,01-10-2019,01-11-2019,131.904,0.2,47.8152
3358,Corporate,8083,Standard Class,kariox,battery,5,West,Springfield,Oregon,97477,01-10-2019,01-11-2019,203.88,0.2,20.388
3359,Corporate,8084,Standard Class,kariox,headset,7,West,Springfield,Oregon,97477,01-10-2019,01-11-2019,14.301,0.7,-10.4874
3360,Corporate,6540,Standard Class,qexty,tshirts,5,East,Newark,Delaware,19711,01-10-2019,01-10-2019,291.1,0,75.686
3361,Corporate,8085,Standard Class,kariox,laptop,10,West,Springfield,Oregon,97477,01-10-2019,01-11-2019,718.64,0.2,-161.694
3362,Consumer,998,Standard Class,kariox,laptop,3,South,Henderson,Kentucky,42420,01-10-2019,01-11-2019,36.63,0,9.8901
3363,Consumer,999,Standard Class,qexty,shorts,5,South,Henderson,Kentucky,42420,01-10-2019,01-11-2019,24.1,0,9.158
3364,Consumer,1000,Standard Class,qexty,shorts,7,South,Henderson,Kentucky,42420,01-10-2019,01-11-2019,33.11,0,12.9129
3365,Corporate,6325,Standard Class,kariox,phone,5,West,San Francisco,California,94109,01-10-2019,01-11-2019,33.4,0,16.032
3366,Corporate,6326,Standard Class,kariox,watch,4,West,San Francisco,California,94109,01-10-2019,01-11-2019,210.84,0,103.3116
3367,Home Office,1919,Second Class,fynota,colddrinks,2,Central,Detroit,Michigan,48227,01-10-2019,01-11-2019,299.9,0,74.975
3368,Corporate,3691,Second Class,fynota,sweets,2,West,Denver,Colorado,80219,01-10-2019,01-11-2019,59.994,0.7,-45.9954
3369,Corporate,3692,Second Class,fynota,fastfood,1,West,Denver,Colorado,80219,01-10-2019,01-11-2019,439.992,0.2,164.997
3370,Consumer,997,Standard Class,kariox,watch,1,South,Henderson,Kentucky,42420,01-10-2019,01-11-2019,10.67,0,4.9082
3371,Consumer,3405,Same Day,kariox,laptop,2,West,Los Angeles,California,90004,01-10-2019,01-10-2019,77.88,0,3.894
3372,Corporate,3961,Standard Class,kariox,headset,6,Central,Detroit,Michigan,48227,01-10-2019,01-10-2019,38.28,0,17.6088
